OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,NUM_PAST,NUM_FUTURE,PCT_GROWTH,ENTRY_ED,WORK_EXP,CAT_SMALL,CAT_BIG
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"10,020",19.15,"39,840",10.19,13.5,17.27,22.69,31.48,"21,190","28,070","35,930","47,200","65,490",14.5,16.3,13,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2043,Floor Sanders and Finishers,detailed,"4,200",17.7,"36,810",10.91,13.38,16.94,21.38,26.31,"22,700","27,840","35,240","44,480","54,720",6,6.9,14.8,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2044,Tile and Marble Setters,detailed,"30,090",20.68,"43,010",10.82,13.87,18.06,26.04,35.34,"22,510","28,840","37,570","54,160","73,510",39.2,45.1,15,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2051,Cement Masons and Concrete Finishers,detailed,"141,910",19.52,"40,610",11.55,13.93,17.37,23.04,31.57,"24,020","28,980","36,130","47,930","65,680",140.8,181.8,29.1,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2053,Terrazzo Workers and Finishers,detailed,"3,220",20.69,"43,030",10.83,14.56,18.8,27.05,33.39,"22,520","30,280","39,100","56,260","69,450",3.5,4.2,19.8,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2061,Construction Laborers,detailed,"824,970",16.84,"35,020",9.46,11.5,14.64,20.06,28.32,"19,670","23,930","30,460","41,720","58,900","1,071.10","1,331.00",24.3,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"55,720",20.06,"41,720",11.79,14.2,18.16,23.93,32.08,"24,530","29,530","37,780","49,770","66,730",54.7,65.5,19.7,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2072,Pile-Driver Operators,detailed,"3,620",27.03,"56,220",13.24,17.58,23.91,35.68,43.09,"27,540","36,560","49,730","74,220","89,620",3.8,4.8,27.5,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"340,950",22.63,"47,080",13.26,16.06,20.45,27.66,35.52,"27,580","33,410","42,540","57,530","73,890",351.2,417.6,18.9,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2081,Drywall and Ceiling Tile Installers,detailed,"79,950",20.75,"43,160",11.96,14.69,17.89,24.85,36.43,"24,880","30,560","37,210","51,690","75,770",94.8,109.9,15.9,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2082,Tapers,detailed,"16,120",23.41,"48,690",12.85,15.93,21.1,30.01,39.34,"26,730","33,140","43,890","62,410","81,820",19.2,22.1,14.8,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2111,Electricians,detailed,"542,680",25.75,"53,560",14.74,18.28,24.28,31.9,40.32,"30,660","38,020","50,510","66,360","83,860",583.5,698.2,19.7,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2121,Glaziers,detailed,"44,050",20.46,"42,560",11.47,14.8,18.08,23.58,34.63,"23,860","30,790","37,600","49,050","72,020",46.7,54.7,17.2,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"23,850",17.76,"36,940",10.32,12.51,15.81,20.34,29.23,"21,470","26,020","32,890","42,310","60,790",23.3,29.4,26.2,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2132,"Insulation Workers, Mechanical",detailed,"27,740",22.63,"47,060",12.21,15.23,19.47,28.19,39.52,"25,410","31,680","40,500","58,640","82,200",28.9,42.4,46.7,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2141,"Painters, Construction and Maintenance",detailed,"192,890",18.89,"39,290",11.22,13.67,17.01,22.36,29.94,"23,340","28,420","35,390","46,520","62,280",316.2,378.8,19.8,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2142,Paperhangers,detailed,"3,460",18.47,"38,410",10.11,12.73,16.19,22.53,30.78,"21,030","26,480","33,670","46,860","64,030",3.5,3.4,-0.5,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2151,Pipelayers,detailed,"41,080",19.29,"40,120",11.51,13.67,17.44,23.56,31.17,"23,940","28,440","36,280","49,010","64,840",48.5,58.6,20.8,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"351,380",25.88,"53,820",14.23,18.04,24.13,32.29,41.4,"29,590","37,530","50,180","67,150","86,120",386.9,469.2,21.3,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2161,Plasterers and Stucco Masons,detailed,"20,600",19.95,"41,490",11.45,14.62,17.64,24,32.76,"23,820","30,420","36,680","49,920","68,140",22.8,26.2,15,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2171,Reinforcing Iron and Rebar Workers,detailed,"17,280",26.17,"54,430",12.49,15.33,24.52,35.11,43.6,"25,980","31,890","51,010","73,030","90,690",15.5,19,23.1,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2181,Roofers,detailed,"99,060",18.65,"38,790",11.1,13.53,17.08,22.62,28.51,"23,090","28,130","35,520","47,040","59,310",132.7,147.9,11.4,Less than high school,None,Construction Trades Workers,Construction and Extraction
47-2211,Sheet Metal Workers,detailed,"134,110",22.81,"47,440",12.13,15.53,21.1,28.29,36.79,"25,220","32,310","43,890","58,840","76,530",142.3,164.3,15.5,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2221,Structural Iron and Steel Workers,detailed,"57,480",24.8,"51,590",13.31,16.57,22.36,32.18,41.18,"27,680","34,480","46,520","66,930","85,660",58.1,70.8,21.8,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-2231,Solar Photovoltaic Installers,detailed,"4,130",20.11,"41,820",13.8,16.05,19.04,22.94,28.15,"28,690","33,380","39,600","47,710","58,550",4.8,5.9,24.5,High school diploma or equivalent,None,Construction Trades Workers,Construction and Extraction
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"24,280",14.83,"30,860",9.54,11.13,13.59,17.14,22.19,"19,850","23,160","28,260","35,640","46,160",24.4,34.9,43,Less than high school,None,"Helpers, Construction Trades",Construction and Extraction
47-3012,Helpers--Carpenters,detailed,"37,400",13.2,"27,450",8.85,10.29,12.54,15.36,18.34,"18,400","21,410","26,090","31,950","38,150",36.4,47.1,29.6,Less than high school,None,"Helpers, Construction Trades",Construction and Extraction
47-3013,Helpers--Electricians,detailed,"63,660",13.91,"28,920",9.16,10.83,13.32,16.35,19.08,"19,050","22,530","27,720","34,020","39,690",60.8,83.3,36.9,High school diploma or equivalent,None,"Helpers, Construction Trades",Construction and Extraction
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"11,640",12.68,"26,370",8.55,9.86,11.97,14.3,17.44,"17,790","20,510","24,900","29,740","36,270",11.1,12.2,10.2,Less than high school,None,"Helpers, Construction Trades",Construction and Extraction
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"47,160",13.69,"28,460",8.94,10.61,13.19,16.22,18.59,"18,600","22,070","27,430","33,730","38,660",47.4,60.6,27.9,High school diploma or equivalent,None,"Helpers, Construction Trades",Construction and Extraction
47-3016,Helpers--Roofers,detailed,"13,130",12.46,"25,910",8.58,9.8,11.69,14.43,17.44,"17,840","20,390","24,320","30,020","36,270",12,14,17.3,Less than high school,None,"Helpers, Construction Trades",Construction and Extraction
47-3019,"Helpers, Construction Trades, All Other",detailed,"19,050",13.54,"28,160",8.68,10.19,12.73,15.97,19.29,"18,060","21,190","26,480","33,220","40,120",21.4,26.6,24.3,Less than high school,None,"Helpers, Construction Trades",Construction and Extraction
47-4011,Construction and Building Inspectors,detailed,"87,620",27.13,"56,430",15.79,20.24,26.18,33.32,41.06,"32,850","42,090","54,450","69,310","85,410",102.3,114.8,12.2,High school diploma or equivalent,5 years or more,Other Construction and Related Workers,Construction and Extraction
47-4021,Elevator Installers and Repairers,detailed,"21,270",36.64,"76,220",20.79,29.84,37.81,43.87,51.98,"43,250","62,060","78,640","91,240","108,130",19.7,24.5,24.6,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-4031,Fence Erectors,detailed,"19,960",15.87,"33,000",9.75,11.93,15.02,18.38,22.76,"20,280","24,810","31,240","38,230","47,340",24.9,32.4,30,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-4041,Hazardous Materials Removal Workers,detailed,"40,290",20.3,"42,220",12.27,14.52,18.23,25.35,32.01,"25,520","30,200","37,930","52,730","66,580",37.5,42.9,14.2,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-4051,Highway Maintenance Workers,detailed,"139,070",17.78,"36,980",10.88,13.66,17.25,21.29,25.75,"22,630","28,420","35,870","44,280","53,560",147.6,155.9,5.7,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"15,590",22.24,"46,260",13.89,17.99,22.25,26.87,31,"28,890","37,420","46,270","55,880","64,490",17.3,18.2,5.2,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"24,030",17.63,"36,660",10.23,12.84,16.6,21.48,27.19,"21,280","26,700","34,520","44,680","56,550",25.4,31.9,25.8,Less than high school,None,Other Construction and Related Workers,Construction and Extraction
47-4091,Segmental Pavers,detailed,"1,110",16.97,"35,290",8.66,11.92,15.77,18.97,26.87,"18,020","24,790","32,800","39,470","55,890",1.8,2.4,38.1,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-4099,"Construction and Related Workers, All Other",detailed,"30,810",18.57,"38,620",10.71,13.37,16.97,21.98,28.76,"22,270","27,810","35,300","45,720","59,810",36.1,40.9,13.4,High school diploma or equivalent,None,Other Construction and Related Workers,Construction and Extraction
47-5011,"Derrick Operators, Oil and Gas",detailed,"22,400",23.48,"48,830",15.56,18.58,22.64,27.4,32.64,"32,370","38,660","47,090","56,980","67,900",22.8,27.1,18.8,Less than high school,None,Extraction Workers,Construction and Extraction
47-5012,"Rotary Drill Operators, Oil and Gas",detailed,"27,130",29.38,"61,110",15,18.69,24.79,33.76,44.27,"31,190","38,870","51,570","70,220","92,080",26,30.9,18.6,Less than high school,None,Extraction Workers,Construction and Extraction
47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,"59,260",23.19,"48,230",13.85,16.57,20.57,26.52,35.18,"28,810","34,470","42,790","55,160","73,180",59.3,71.7,20.9,Less than high school,None,Extraction Workers,Construction and Extraction
47-5021,"Earth Drillers, Except Oil and Gas",detailed,"17,620",22.15,"46,060",13.58,16.31,20.48,26.49,33.36,"28,240","33,920","42,600","55,110","69,380",19.7,23.4,19.2,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,"6,540",24.19,"50,310",16.02,19.18,23.69,28.19,33.56,"33,330","39,890","49,270","58,630","69,810",6.5,6.9,5.2,High school diploma or equivalent,Less than 5 years,Extraction Workers,Construction and Extraction
47-5041,Continuous Mining Machine Operators,detailed,"12,180",23.98,"49,870",15.04,19.28,24.43,28.35,33.09,"31,290","40,100","50,820","58,960","68,820",14.3,14.3,-0.6,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5042,Mine Cutting and Channeling Machine Operators,detailed,"6,850",23.31,"48,490",14.63,19.05,23.96,27.72,31.76,"30,440","39,620","49,840","57,660","66,070",7.1,7.3,2.7,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5049,"Mining Machine Operators, All Other",detailed,"2,740",23.55,"48,990",15.63,19.58,24.1,27.55,31.04,"32,500","40,730","50,130","57,300","64,570",3.1,3.2,2.7,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5051,"Rock Splitters, Quarry",detailed,"4,130",16.51,"34,350",10.24,12.74,15.77,19.43,24.99,"21,300","26,500","32,790","40,410","51,980",4.6,5.4,17.4,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5061,"Roof Bolters, Mining",detailed,"5,880",26.25,"54,590",21.82,24.13,26.34,28.54,32.42,"45,380","50,200","54,780","59,360","67,430",6.7,6.4,-4.2,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5071,"Roustabouts, Oil and Gas",detailed,"68,230",17.39,"36,170",10.98,13.32,16.62,20.73,25.56,"22,850","27,710","34,560","43,120","53,170",61.1,72.8,19.2,Less than high school,None,Extraction Workers,Construction and Extraction
47-5081,Helpers--Extraction Workers,detailed,"23,020",16.89,"35,120",10.79,13.18,16.3,20.07,24.32,"22,450","27,420","33,910","41,750","50,580",26.4,30.8,16.6,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
47-5099,"Extraction Workers, All Other",detailed,"7,960",19.73,"41,040",11.79,14.53,19.02,22.79,28.09,"24,530","30,230","39,570","47,400","58,430",9.6,10.9,13.5,High school diploma or equivalent,None,Extraction Workers,Construction and Extraction
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"428,620",30.52,"63,490",17.71,22.51,29.43,37.04,45.23,"36,830","46,820","61,220","77,050","94,070",436.4,470.3,7.8,High school diploma or equivalent,Less than 5 years,"Supervisors of Installation, Maintenance, and Repair Workers",Maintenance
49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"110,850",18.42,"38,310",10.52,13.41,17.5,22.29,27.83,"21,890","27,890","36,390","46,360","57,880",133.1,138.2,3.8,"Some college, no degree",None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"14,090",23.26,"48,380",12.97,16.71,22.24,29.93,35.17,"26,990","34,750","46,260","62,240","73,150",16.4,17.5,6.6,Associate's degree,None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"209,350",25.98,"54,030",14.77,19.12,26.32,32.93,36.39,"30,710","39,760","54,760","68,490","75,690",217.2,225.7,3.9,Postsecondary non-degree award,None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
49-2091,Avionics Technicians,detailed,"17,310",27.38,"56,940",17.76,22.81,26.92,32.91,38.25,"36,950","47,450","55,990","68,460","79,560",17.1,17.6,2.9,Associate's degree,None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"18,490",19.47,"40,500",11.14,14.62,18.28,23.33,29.12,"23,170","30,400","38,030","48,530","60,570",20.7,19.9,-4.1,Postsecondary non-degree award,None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,"15,340",25.95,"53,970",16.52,20.58,25.4,30.99,35.97,"34,370","42,810","52,830","64,460","74,810",15.9,16.2,2.3,Postsecondary non-degree award,None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"67,410",26.07,"54,230",15.91,20.39,25.67,30.82,36.13,"33,090","42,410","53,400","64,110","75,150",69,71.3,3.4,Postsecondary non-degree award,None,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Maintenance
